state,city,card_provider,response_code,amount
California,Berkeley,VISA,Approved,1912.372341
California,Menlo Park,DISCOVER,Do not honor,1555.573816
Virginia,Ashburn,AMEX,Approved,81.48828902
Washington,Seattle,MASTERCARD,Invalid transaction,1815.11427
California,Mountain View,MASTERCARD,Approved,2101.406178
Washington,Redmond,MASTERCARD,Do not honor,996.4148993
California,Sunnyvale,VISA,Invalid transaction,416.794604
Virginia,Richmond,MASTERCARD,Insufficient funds,2643.873479
New York,New York,VISA,Expired card,3855.420138
California,Berkeley,MASTERCARD,Incorrect PIN,8947.806422
Ohio,Cincinnati,VISA,Restricted card,4711.53347
Virginia,Ashburn,VISA,Issuer unavailable,1035.356588
California,Mountain View,VISA,Approved,1558.651092
Washington,Seattle,AMEX,Approved,191.4361312
Arkansas,Cabot,AMEX,PIN tries exceeded,5618.652918
Washington,Seattle,DISCOVER,Issuer unavailable,788.5548707
California,Mountain View,AMEX,Approved,472.4594619
California,Menlo Park,AMEX,Do not honor,3894.728114
Washington,Seattle,VISA,Insufficient funds,6178.871624
California,Mountain View,VISA,Approved,951.1375256
California,Mountain View,MASTERCARD,Approved,1003.697573
Ohio,Cincinnati,MASTERCARD,Approved,798.0580121
California,Fremont,MASTERCARD,Do not honor,727.535339
Missouri,Kansas City,VISA,Approved,531.4624122
California,Oakland,AMEX,Do not honor,6347.563432
Washington,Seattle,VISA,Approved,218.4831915
Virginia,Ashburn,AMEX,Insufficient funds,1224.155335
California,Mountain View,AMEX,Approved,2810.717973
California,Mountain View,AMEX,Insufficient funds,3398.68059
California,Menlo Park,AMEX,Approved,400.7752658
Virginia,Ashburn,VISA,Approved,3800.335805
California,Mountain View,MASTERCARD,Do not honor,855.0904226
Ohio,Cincinnati,MASTERCARD,Approved,472.9651999
Virginia,Roanoke,VISA,Approved,234.8557306
California,Menlo Park,VISA,Approved,4142.099487
Ohio,Cincinnati,MASTERCARD,Approved,413.7409676
Washington,Seattle,VISA,Approved,1674.718453
California,Menlo Park,MASTERCARD,Approved,2378.211125
Washington,Seattle,MASTERCARD,Pick-up card,1333.568283
New York,Buffalo,MASTERCARD,Do not honor,774.6805598
California,Mountain View,VISA,Approved,2858.19008
Washington,Redmond,MASTERCARD,Approved,1829.867395
California,Mountain View,AMEX,Issuer unavailable,187.3067584
California,Menlo Park,MASTERCARD,Approved,3117.917992
Ohio,Cincinnati,MASTERCARD,Approved,595.1801842
California,San Jose,MASTERCARD,Approved,280.7256938
Texas,McKinney,VISA,Approved,3964.896256
Illinois,Chicago,MASTERCARD,Approved,8486.310311
Washington,Redmond,MASTERCARD,Approved,2259.422424
California,Mountain View,VISA,Approved,6835.200678
California,Menlo Park,MASTERCARD,Insufficient funds,1535.322342
California,Mountain View,VISA,Approved,2040.107182
Washington,Redmond,MASTERCARD,Approved,2191.181002
California,Mountain View,AMEX,Approved,290.6428099
California,Sunnyvale,AMEX,Do not honor,459.7963641
Washington,Redmond,MASTERCARD,Invalid transaction,745.8692836
California,Menlo Park,VISA,Insufficient funds,477.9882491
Virginia,Arlington,MASTERCARD,Incorrect PIN,2322.630329
California,Mountain View,VISA,Approved,28.97717284
California,Sunnyvale,AMEX,Approved,719.6116942
California,Mountain View,VISA,Approved,1185.601963
California,Menlo Park,MASTERCARD,Approved,152.6280535
Ohio,Cincinnati,VISA,Approved,820.5634456
Georgia,Evans,MASTERCARD,Invalid amount,3949.693113
Washington,Redmond,VISA,Insufficient funds,1097.098233
Washington,Redmond,AMEX,Approved,6078.277263
Virginia,Ashburn,MASTERCARD,Approved,617.9700953
Washington,Redmond,MASTERCARD,Approved,867.6583205
Washington,Redmond,AMEX,Approved,1579.516632
Virginia,Ashburn,MASTERCARD,Approved,4277.22604
California,Menlo Park,VISA,Approved,48.76123745
Virginia,Ashburn,MASTERCARD,Approved,4288.56649
Maryland,Rockville,MASTERCARD,Approved,244.4949317
California,Mountain View,MASTERCARD,Approved,3085.654141
Virginia,Ashburn,VISA,Approved,2335.855139
California,Mountain View,MASTERCARD,Approved,5827.22657
California,Mountain View,MASTERCARD,Approved,125.6264003
Ohio,Cincinnati,VISA,Approved,1854.739488
California,Sunnyvale,VISA,Approved,452.6631886
California,Mountain View,MASTERCARD,Approved,2915.941131
Washington,Redmond,MASTERCARD,Approved,1626.780758
California,Mountain View,VISA,Do not honor,8713.596187
Washington,Redmond,VISA,Insufficient funds,761.3435198
Virginia,Ashburn,MASTERCARD,Incorrect PIN,3986.731466
Virginia,Ashburn,MASTERCARD,Approved,1094.441633
Virginia,Ashburn,MASTERCARD,Approved,326.9721881
Virginia,Ashburn,MASTERCARD,Approved,1740.962942
Virginia,Ashburn,DISCOVER,Approved,4152.66421
Virginia,Ashburn,AMEX,Approved,1062.356091
Virginia,Ashburn,MASTERCARD,Approved,349.1450089
Virginia,Ashburn,AMEX,Approved,4863.37348
Ohio,Cincinnati,MASTERCARD,Approved,54.20464716
Washington,Redmond,MASTERCARD,Pick-up card,1893.987424
Washington,Redmond,AMEX,Approved,270.4682418
California,Mountain View,VISA,Approved,145.4406895
California,Mountain View,VISA,Approved,1075.976059
Washington,Redmond,AMEX,Approved,1678.446883
Washington,Redmond,VISA,Approved,255.3983534
Washington,Redmond,MASTERCARD,Do not honor,1241.266983
Washington,Redmond,VISA,Approved,1387.531513
Washington,Redmond,MASTERCARD,Approved,6088.697641
Washington,Redmond,VISA,Approved,409.1657572
Michigan,Ann Arbor,VISA,Do not honor,2428.601895
Washington,Redmond,AMEX,Insufficient funds,2852.633931
California,Menlo Park,VISA,Incorrect PIN,1284.183645
Ohio,Cincinnati,VISA,Approved,2950.660521
Ohio,Cincinnati,MASTERCARD,Approved,61.92798547
California,Palo Alto,AMEX,Approved,181.6697887
California,Mountain View,MASTERCARD,Approved,4327.860159
Oregon,Boardman,VISA,PIN tries exceeded,1298.351678
Ohio,Cincinnati,VISA,Approved,4190.574935
California,Palo Alto,VISA,Do not honor,4789.941755
California,Menlo Park,MASTERCARD,Insufficient funds,527.3449718
New Jersey,Absecon,AMEX,Incorrect PIN,1234.657063
California,Menlo Park,MASTERCARD,Approved,3660.152889
Ohio,Cincinnati,MASTERCARD,Approved,5158.047986
Arizona,Tucson,DISCOVER,Incorrect PIN,5039.871136
Ohio,Cincinnati,MASTERCARD,Approved,406.5292276
Michigan,Ann Arbor,MASTERCARD,Do not honor,38.89068452
California,Mountain View,MASTERCARD,Expired card,520.6748135
Washington,Seattle,VISA,Approved,2669.836416
California,Mountain View,DISCOVER,Invalid transaction,10609.2272
California,Mountain View,AMEX,Insufficient funds,637.547281
Virginia,Ashburn,MASTERCARD,Incorrect PIN,1923.405683
New York,Staten Island,VISA,PIN tries exceeded,4934.992234
Virginia,Charlottesville,AMEX,Approved,3442.817768
Washington,Redmond,MASTERCARD,Incorrect PIN,987.9372956
Washington,Redmond,VISA,Approved,2114.833896
Washington,Redmond,AMEX,Do not honor,8.467516478
California,San Francisco,VISA,Insufficient funds,571.6525907
Oregon,Portland,MASTERCARD,Issuer unavailable,3150.332263
Washington,Seattle,VISA,Approved,3958.576806
Indiana,West Lafayette,MASTERCARD,Approved,3853.621201
Virginia,Manassas,AMEX,Approved,1108.786102
New York,Garden City,VISA,Approved,7565.739286
California,Mountain View,VISA,Do not honor,262.0072064
Washington,Redmond,VISA,Insufficient funds,2263.545064
California,Modesto,AMEX,Incorrect PIN,1312.332792
Ohio,Cincinnati,MASTERCARD,Approved,4153.063105
Wisconsin,Genoa City,MASTERCARD,Approved,165.4334334
Tennessee,Nashville,VISA,Do not honor,148.5890974
California,Sunnyvale,AMEX,Invalid transaction,5363.752788
California,Paradise,VISA,Insufficient funds,1192.628459
Florida,North Miami Beach,VISA,Incorrect PIN,1941.291481
California,Menlo Park,VISA,Approved,1824.142202
California,Mountain View,AMEX,Approved,956.6652168
Missouri,St Louis,VISA,Do not honor,2.127130806
California,San Jose,AMEX,Insufficient funds,2554.375294
Pennsylvania,Muncy,MASTERCARD,Approved,4687.407053
Ohio,Cincinnati,MASTERCARD,Approved,92.84095161
California,Mountain View,MASTERCARD,Do not honor,1171.026341
New Jersey,Marlton,AMEX,Insufficient funds,272.6686658
Virginia,Ashburn,AMEX,Approved,2522.306292
Washington,Seattle,AMEX,Approved,1878.349779
Virginia,Ashburn,MASTERCARD,Pick-up card,32.90874526
California,Mountain View,VISA,Do not honor,9820.532339
California,Mountain View,DISCOVER,Invalid transaction,3998.622212
California,Mountain View,VISA,Insufficient funds,2859.886088
California,Mountain View,AMEX,Expired card,725.8539771
California,San Jose,AMEX,Incorrect PIN,5520.635307
California,San Jose,VISA,Restricted card,1259.45787
Virginia,Ashburn,MASTERCARD,PIN tries exceeded,112.583692
Washington,Seattle,DISCOVER,Issuer unavailable,92.78270976
Oregon,Boardman,MASTERCARD,Approved,1026.255267
California,Sacramento,AMEX,Approved,3383.530921
Ohio,Cincinnati,VISA,Approved,1558.115779
California,San Jose,VISA,Approved,2243.60937
New York,New York,MASTERCARD,Approved,1185.459911
Ohio,Cincinnati,MASTERCARD,Approved,360.141314
Washington,Redmond,VISA,Do not honor,2915.159925
California,Mountain View,MASTERCARD,Issuer unavailable,1461.995792
California,San Jose,VISA,Approved,4318.528909
California,Mountain View,VISA,Approved,711.3068415
Florida,Boca Raton,VISA,Approved,151.1903851
Virginia,Ashburn,DISCOVER,Approved,583.5025573
California,Menlo Park,MASTERCARD,Insufficient funds,4852.024571
Washington,Walla Walla,VISA,Approved,16.2494709
California,San Jose,VISA,Approved,2754.788592
California,Menlo Park,MASTERCARD,Do not honor,2996.748187
California,San Jose,VISA,Insufficient funds,102.9963808
California,Menlo Park,DISCOVER,Incorrect PIN,2338.839194
California,Mountain View,VISA,Issuer unavailable,2526.257558
California,Mountain View,AMEX,Approved,559.3416276
California,Los Angeles,VISA,Approved,48.80452749
California,San Francisco,VISA,Approved,632.1674882
Washington,Redmond,VISA,Insufficient funds,3504.534437
California,Menlo Park,MASTERCARD,Approved,1804.538841
Washington,Redmond,VISA,Approved,70.51777415
Washington,Seattle,MASTERCARD,Do not honor,3206.337352
Oregon,Boardman,MASTERCARD,Approved,1284.284672
California,Mountain View,VISA,Approved,92.52113449
Pennsylvania,King of Prussia,MASTERCARD,Insufficient funds,3925.806142
Missouri,Kansas City,VISA,Approved,2050.553543
Washington,Redmond,AMEX,Approved,1527.139347
California,Mountain View,AMEX,Approved,3240.864774
California,Mountain View,AMEX,Approved,5500.191601
Ohio,Cincinnati,AMEX,Do not honor,188.8958688
Oregon,Boardman,AMEX,Approved,251.191728
California,Newport Beach,MASTERCARD,Approved,710.4160833
Virginia,Ashburn,MASTERCARD,Approved,3390.929096
Virginia,Ashburn,MASTERCARD,Approved,7702.62309
Virginia,Ashburn,VISA,Approved,190.1401668
Virginia,Ashburn,VISA,Approved,1017.009021
Virginia,Ashburn,VISA,Approved,698.3244793
Washington,Seattle,MASTERCARD,Approved,729.3638087
New Jersey,Absecon,VISA,Approved,1124.257884
California,San Jose,VISA,Do not honor,1197.625705
Virginia,Ashburn,VISA,Insufficient funds,195.9012085
Virginia,Ashburn,MASTERCARD,Incorrect PIN,2103.535398
Washington,Redmond,VISA,PIN tries exceeded,119.2401698
California,Watsonville,AMEX,Approved,2092.213053
California,Palo Alto,VISA,Approved,2623.552225
Virginia,Reston,VISA,Insufficient funds,2447.782895
Oregon,Eugene,MASTERCARD,Approved,218.1033391
California,Watsonville,MASTERCARD,Do not honor,768.1180064
Virginia,Ashburn,VISA,Approved,5056.889896
California,San Francisco,MASTERCARD,Approved,908.6341734
Virginia,Ashburn,DISCOVER,Insufficient funds,1049.564543
Virginia,Ashburn,MASTERCARD,Approved,1533.64479
Texas,San Antonio,MASTERCARD,Approved,5568.226282
Washington,Redmond,VISA,Approved,2618.779066
Virginia,Ashburn,MASTERCARD,Approved,168.4720672
Virginia,Ashburn,VISA,Do not honor,3685.770201
California,San Francisco,AMEX,Invalid transaction,1470.624412
California,San Francisco,VISA,Insufficient funds,1886.493866
California,San Jose,VISA,Incorrect PIN,2507.44675
California,Sunnyvale,VISA,Issuer unavailable,1084.439697
California,San Francisco,VISA,Approved,1201.682499
New Jersey,Absecon,VISA,Do not honor,6210.096371
California,Cupertino,AMEX,Insufficient funds,2414.462415
Texas,Dallas,MASTERCARD,Incorrect PIN,235.0527195
Texas,Dallas,MASTERCARD,Issuer unavailable,3636.74738
New Jersey,Absecon,VISA,Approved,23.81529654
California,San Francisco,MASTERCARD,Do not honor,1288.900053
Oregon,Boardman,AMEX,Invalid transaction,2353.800891
California,San Jose,MASTERCARD,Insufficient funds,881.8789506
Virginia,Ashburn,MASTERCARD,Incorrect PIN,4369.496526
New Mexico,Farmington,VISA,Approved,6911.347081
Colorado,Littleton,VISA,Do not honor,495.5952206
California,Sunnyvale,VISA,Approved,1060.344432
Ohio,Cincinnati,AMEX,Do not honor,418.9254131
Washington,Walla Walla,MASTERCARD,Approved,8.617698506
California,Mountain View,VISA,Approved,5803.162759
California,Mountain View,MASTERCARD,Approved,729.9885605
California,Mountain View,MASTERCARD,Do not honor,4102.845096
California,Mountain View,AMEX,Approved,2907.883292
California,Mountain View,VISA,Approved,553.8803415
Ohio,Cincinnati,VISA,Approved,3999.06117
California,Mountain View,VISA,Approved,8868.163858
California,Mountain View,AMEX,Approved,7.15930491
California,San Jose,MASTERCARD,Approved,5893.782728
Ohio,Cincinnati,VISA,Insufficient funds,2165.294971
Virginia,Roanoke,MASTERCARD,Approved,5531.901372
South Carolina,Effingham,VISA,Approved,996.2655957
Pennsylvania,Beaver Falls,VISA,Approved,585.8941757
Georgia,Savannah,VISA,Approved,724.4893814
New York,Buffalo,MASTERCARD,Do not honor,3614.8651
California,Mountain View,AMEX,Insufficient funds,890.5713303
California,Mountain View,VISA,Expired card,2024.214681
California,Mountain View,VISA,Incorrect PIN,677.4559457
Washington,Walla Walla,MASTERCARD,PIN tries exceeded,5540.539736
Oregon,Boardman,AMEX,Issuer unavailable,1519.010181
California,Mountain View,MASTERCARD,Approved,9.896709107
California,Mountain View,AMEX,Invalid merchant,2751.572042
Virginia,Ashburn,MASTERCARD,Approved,71.39139806
California,Mountain View,AMEX,Insufficient funds,4592.053556
Ohio,Cincinnati,MASTERCARD,Approved,1268.099563
Washington,Redmond,VISA,Insufficient funds,1754.812161
Washington,Redmond,VISA,Approved,1694.239964
California,Menlo Park,VISA,Approved,8401.251531
California,Sunnyvale,VISA,Approved,166.0247349
Tennessee,Memphis,MASTERCARD,Approved,2381.932961
Virginia,Ashburn,VISA,Approved,2234.120709
Virginia,Ashburn,VISA,Approved,3501.70552
California,Mountain View,MASTERCARD,Approved,8221.136279
Ohio,Cincinnati,VISA,Approved,225.6655201
California,Mountain View,AMEX,Approved,1613.644953
Florida,Fort Lauderdale,VISA,Approved,4136.660215
Washington,Redmond,DISCOVER,Invalid transaction,199.4570297
Ohio,Cincinnati,AMEX,Approved,2161.765596
California,Mountain View,MASTERCARD,Approved,3276.622247
Washington,Seattle,MASTERCARD,Pick-up card,419.0263846
Washington,Redmond,VISA,Do not honor,221.7163699
Illinois,Arlington Heights,VISA,Invalid transaction,2952.054996
California,Mountain View,VISA,Insufficient funds,1128.727711
California,Mountain View,MASTERCARD,Incorrect PIN,4513.654174
Washington,Redmond,VISA,Restricted card,658.7483884
California,Mountain View,AMEX,Issuer unavailable,2983.945571
California,Menlo Park,MASTERCARD,Approved,2499.637657
California,Mountain View,VISA,Approved,430.297508
California,Mountain View,VISA,Approved,4560.642231
California,Mountain View,MASTERCARD,Approved,342.0517675
California,Mountain View,VISA,Approved,2675.812335
Ohio,Cincinnati,VISA,Approved,1252.794418
Virginia,Ashburn,MASTERCARD,Do not honor,2567.220841
California,Mountain View,VISA,Approved,2409.410429
Maryland,Chevy Chase,VISA,Approved,1220.541606
New York,New York,VISA,Approved,6006.59786
California,Menlo Park,AMEX,Approved,3441.661367
California,San Francisco,MASTERCARD,Approved,1420.565267
Washington,Redmond,MASTERCARD,Insufficient funds,2446.243819
Washington,Redmond,AMEX,Approved,1846.228149
California,Mountain View,AMEX,Approved,2009.588752
Washington,Redmond,VISA,Pick-up card,4477.522811
California,Mountain View,MASTERCARD,Approved,155.5984573
Washington,Redmond,MASTERCARD,Approved,1479.083583
Washington,Redmond,AMEX,Approved,431.1585072
Washington,Redmond,DISCOVER,Approved,2564.677767
Ohio,Cincinnati,MASTERCARD,Approved,4774.693231
California,Mountain View,MASTERCARD,Approved,2409.52775
California,Mountain View,AMEX,Approved,299.2797678
California,Mountain View,MASTERCARD,Approved,2240.731329
California,Irvine,VISA,Do not honor,264.9136644
Virginia,Ashburn,MASTERCARD,Insufficient funds,5855.422628
Ohio,Cincinnati,MASTERCARD,Approved,923.087322
California,Menlo Park,VISA,Approved,2460.2435
Ohio,Cincinnati,VISA,Approved,1356.793267
Washington,Redmond,VISA,Do not honor,4572.056063
California,Mountain View,VISA,Invalid transaction,564.0184196
California,Mountain View,VISA,Insufficient funds,1226.089835
Oregon,Sherwood,VISA,Approved,131.5064777
Virginia,Ashburn,VISA,Do not honor,1532.793302
Washington,Redmond,MASTERCARD,Insufficient funds,4985.653232
New Jersey,Absecon,AMEX,Approved,3925.990491
Ohio,Cincinnati,MASTERCARD,Approved,691.2360331
California,San Francisco,VISA,Approved,4939.082806
California,Menlo Park,VISA,Approved,1075.200293
California,Menlo Park,AMEX,Approved,678.8265163
California,Menlo Park,DISCOVER,Pick-up card,715.1443147
California,Menlo Park,AMEX,Do not honor,5.634809453
California,Menlo Park,MASTERCARD,Incorrect PIN,235.3273267
California,Menlo Park,MASTERCARD,Approved,4225.43287
California,Menlo Park,MASTERCARD,Approved,62.30586398
California,Menlo Park,MASTERCARD,Approved,3568.229015
Ohio,Cincinnati,AMEX,Do not honor,127.2427554
California,Tujunga,DISCOVER,Insufficient funds,14.25849839
California,Menlo Park,MASTERCARD,Incorrect PIN,2866.159235
Texas,Humble,MASTERCARD,Issuer unavailable,33.71032778
California,Palo Alto,VISA,Approved,240.7626541
Washington,Seattle,VISA,Approved,3601.073579
California,Mountain View,VISA,Approved,357.6575493
Wisconsin,Appleton,VISA,Approved,708.861763
Arizona,Phoenix,VISA,Do not honor,903.9608131
California,Mountain View,MASTERCARD,Approved,344.1830238
California,Menlo Park,DISCOVER,Do not honor,783.90717
California,Mountain View,AMEX,Insufficient funds,662.9732732
California,San Francisco,AMEX,Incorrect PIN,712.1825776
Arizona,Phoenix,MASTERCARD,Approved,4297.472373
California,San Diego,AMEX,Approved,6004.36003
California,Mountain View,AMEX,Approved,765.4601935
California,Menlo Park,VISA,Approved,225.2580443
New York,Melville,VISA,Approved,2751.960405
California,Menlo Park,DISCOVER,Approved,114.6114711
Ohio,Cincinnati,VISA,Do not honor,712.3246757
California,Menlo Park,VISA,Insufficient funds,2288.427517
Florida,Gainesville,MASTERCARD,Incorrect PIN,1917.061864
California,Mountain View,AMEX,Approved,99.0592133
Virginia,Ashburn,MASTERCARD,Approved,33.05149336
Virginia,Ashburn,VISA,Approved,3226.444138
Virginia,Ashburn,AMEX,Approved,2457.456638
California,Emeryville,VISA,Approved,444.3804033
California,Menlo Park,VISA,Approved,1995.335135
Ohio,Cincinnati,AMEX,Do not honor,175.0082395
California,Mountain View,MASTERCARD,Incorrect PIN,350.8595223
California,Mountain View,AMEX,Approved,1813.263079
California,Mountain View,VISA,Approved,1141.019381
California,Mountain View,VISA,Approved,119.3871201
California,Mountain View,MASTERCARD,Do not honor,4230.623734
New York,Buffalo,VISA,Insufficient funds,4858.693016
California,Palo Alto,MASTERCARD,Incorrect PIN,289.1224664
Arizona,Phoenix,DISCOVER,Issuer unavailable,1296.542495
Virginia,Fairfax,AMEX,Approved,901.7096132
California,Mountain View,AMEX,Approved,404.9928539
Delaware,Wilmington,MASTERCARD,Approved,3644.775526
Washington,Redmond,VISA,Do not honor,1273.026061
California,Mountain View,VISA,Insufficient funds,2535.048223
Washington,Redmond,MASTERCARD,Incorrect PIN,328.259286
Texas,Dallas,VISA,Do not honor,77.66322114
California,Sunnyvale,VISA,Approved,576.8935541
California,Mountain View,VISA,Approved,5880.227311
Ohio,Cincinnati,AMEX,Approved,5403.73824
Washington,Redmond,MASTERCARD,Do not honor,1459.555478
California,San Jose,VISA,Incorrect PIN,2191.704921
Washington,Redmond,AMEX,Approved,4937.601716
California,San Francisco,AMEX,Approved,3996.028937
California,San Francisco,VISA,Do not honor,144.4862602
Pennsylvania,Reading,VISA,Insufficient funds,2807.545958
California,Menlo Park,MASTERCARD,Approved,1900.668678
California,Menlo Park,DISCOVER,Approved,4996.041196
California,Menlo Park,DISCOVER,Approved,1303.595639
California,Menlo Park,MASTERCARD,Approved,3626.766998
Michigan,Saginaw,MASTERCARD,Invalid transaction,4020.247549
Washington,Redmond,AMEX,Insufficient funds,1453.663469
California,Mountain View,VISA,Approved,1543.810666
California,Mountain View,VISA,Do not honor,4623.590568
Ohio,Cincinnati,MASTERCARD,Approved,491.9752752
Louisiana,New Orleans,MASTERCARD,Approved,323.18437
Washington,Redmond,AMEX,Approved,5378.278013
Washington,Redmond,MASTERCARD,Approved,4685.873487
California,Mountain View,VISA,Approved,663.237741
Washington,Seattle,AMEX,Do not honor,2647.803573
Washington,Seattle,AMEX,Insufficient funds,940.7932305
Washington,Redmond,VISA,Incorrect PIN,417.6548177
California,Palo Alto,VISA,Approved,237.4761742
California,Palo Alto,VISA,Approved,154.3247549
California,Palo Alto,VISA,Approved,845.0505593
California,Menlo Park,MASTERCARD,Approved,671.9973083
California,Menlo Park,MASTERCARD,Approved,23.05840876
Oregon,Boardman,MASTERCARD,Approved,1923.368118
Oregon,Portland,DISCOVER,Approved,1626.982886
Texas,Flower Mound,MASTERCARD,Approved,4919.706482
Ohio,Cincinnati,MASTERCARD,Approved,2896.779112
Washington,Redmond,VISA,Approved,3533.043856
California,Menlo Park,MASTERCARD,Do not honor,201.7318034
Wisconsin,Gleason,VISA,Approved,796.7671697
Washington,Redmond,AMEX,Approved,367.1246672
Virginia,Ashburn,MASTERCARD,Approved,483.9890015
Virginia,Charlottesville,MASTERCARD,Approved,1111.631877
Ohio,Cincinnati,MASTERCARD,Approved,3284.923238
Indiana,South Bend,MASTERCARD,Approved,23.95274214
California,Menlo Park,MASTERCARD,Do not honor,383.6117968
Washington,Seattle,DISCOVER,Insufficient funds,175.5563068
California,Mountain View,AMEX,Incorrect PIN,2436.455514
Texas,Dallas,MASTERCARD,Approved,2084.928037
California,Mountain View,VISA,Approved,172.2885741
California,Mountain View,VISA,Approved,2652.955953
Indiana,Indianapolis,MASTERCARD,Approved,679.4938952
California,Sunnyvale,VISA,Approved,1621.89439
Ohio,Cincinnati,AMEX,Do not honor,1626.572611
Ohio,Cincinnati,VISA,Invalid transaction,1491.171648
Washington,Seattle,VISA,Insufficient funds,809.7821946
California,Mountain View,VISA,Incorrect PIN,4596.308035
California,Mountain View,AMEX,Restricted card,450.3005905
Washington,Redmond,VISA,Issuer unavailable,756.7160873
Washington,Seattle,VISA,Approved,716.6211221
Florida,Gainesville,MASTERCARD,Incorrect PIN,1184.130242
Virginia,Ashburn,MASTERCARD,Approved,2160.437266
Ohio,Cincinnati,DISCOVER,Do not honor,3334.63965
New Jersey,Absecon,DISCOVER,Issuer unavailable,747.6456586
California,Mountain View,VISA,Approved,1543.846089
California,Palo Alto,AMEX,Approved,8333.66551
California,San Jose,MASTERCARD,Approved,2837.999669
Illinois,DeKalb,DISCOVER,Approved,249.9549251
California,Mountain View,MASTERCARD,Approved,7968.870556
Virginia,Blacksburg,MASTERCARD,Approved,2757.087428
Texas,Abilene,VISA,Approved,1157.440162
California,Mountain View,DISCOVER,Approved,2126.064396
California,Mountain View,AMEX,Do not honor,4221.915601
Ohio,Cincinnati,MASTERCARD,Approved,168.5345227
California,San Francisco,VISA,Incorrect PIN,898.9738971
New York,New York,MASTERCARD,Approved,1329.004429
California,Menlo Park,AMEX,Approved,285.4897764
Virginia,Ashburn,AMEX,Approved,989.1783202
Ohio,Cincinnati,VISA,Approved,39.71358209
California,Mountain View,VISA,Approved,2455.407387
Washington,Redmond,AMEX,Do not honor,121.7640835
Kentucky,Harlan,MASTERCARD,Issuer unavailable,2187.796384
Washington,Redmond,MASTERCARD,Approved,1974.409803
Washington,Redmond,VISA,Pick-up card,375.9764198
Washington,Redmond,VISA,Incorrect PIN,100.9092839
Virginia,Ashburn,MASTERCARD,Approved,7169.268117
District of Columbia,Washington,MASTERCARD,Approved,2198.544154
California,Mountain View,MASTERCARD,Approved,3569.337821
California,Menlo Park,MASTERCARD,Approved,2052.328531
Ohio,Cincinnati,MASTERCARD,Approved,2548.625212
California,Mountain View,MASTERCARD,Approved,509.3481626
California,Mountain View,AMEX,Approved,3.04883315
Michigan,Ann Arbor,MASTERCARD,Incorrect PIN,530.2443929
Virginia,Ashburn,DISCOVER,Approved,121.0473176
California,Mountain View,MASTERCARD,Do not honor,1515.235718
California,Mountain View,VISA,Invalid transaction,225.7929191
California,Mountain View,VISA,Insufficient funds,1006.771575
California,Redwood City,VISA,Incorrect PIN,647.1646334
Washington,Redmond,AMEX,Approved,144.1287074
Ohio,Cincinnati,MASTERCARD,Approved,7252.970085
California,Sunnyvale,MASTERCARD,Insufficient funds,655.6854542
Virginia,Ashburn,VISA,Approved,148.4631592
Washington,Redmond,AMEX,Approved,3254.154956
Ohio,Cincinnati,MASTERCARD,Do not honor,501.7382488
Ohio,Cincinnati,MASTERCARD,Approved,2020.952884
California,Mountain View,MASTERCARD,Approved,2804.394295
California,Mountain View,MASTERCARD,Approved,841.9392508
California,San Bruno,MASTERCARD,Do not honor,382.5281265
Washington,Redmond,VISA,Approved,2455.533606
California,Oakland,MASTERCARD,Approved,8911.047004
California,Brea,AMEX,Approved,220.5784746
California,Menlo Park,VISA,Approved,530.1609319
Ohio,Cincinnati,MASTERCARD,Approved,1518.955426
New York,New York,AMEX,Approved,3221.174804
California,Los Angeles,VISA,Approved,1835.832301
New Jersey,Absecon,VISA,Do not honor,2963.805407
Washington,Redmond,VISA,Approved,40.41007606
Ohio,Cincinnati,VISA,Approved,622.7020366
Georgia,Atlanta,MASTERCARD,Approved,1043.048038
California,Sunnyvale,MASTERCARD,Approved,3705.038755
Virginia,Ashburn,VISA,Approved,947.9733926
Washington,Seattle,MASTERCARD,Approved,201.9221001
New Mexico,Albuquerque,MASTERCARD,Pick-up card,3.185846951
Virginia,Ashburn,MASTERCARD,Do not honor,2434.41596
California,Redwood City,AMEX,Insufficient funds,1349.878506
California,Mountain View,MASTERCARD,Approved,167.3942376
Idaho,Moscow,AMEX,Approved,2875.323578
Oregon,Boardman,VISA,Approved,3417.01525
Virginia,Ashburn,VISA,Do not honor,1628.309026
Ohio,Cincinnati,AMEX,Approved,577.6596816
New Jersey,Parsippany,MASTERCARD,Approved,447.9329348
California,Mountain View,MASTERCARD,Do not honor,628.0261672
California,Mountain View,VISA,Approved,298.0834726
Kansas,Lenexa,MASTERCARD,Do not honor,354.5639477
California,Palo Alto,VISA,Insufficient funds,2161.153696
California,Palo Alto,VISA,Approved,1134.625355
California,Mountain View,MASTERCARD,Approved,2124.388808
California,Pinole,VISA,Approved,1235.591426
Ohio,Cincinnati,VISA,Approved,1164.631266
Washington,Veradale,VISA,Insufficient funds,2750.108738
California,Mountain View,MASTERCARD,Approved,100.3718701
New York,Cortland,MASTERCARD,Approved,3399.248735
California,Roseville,VISA,Approved,1724.431803
California,Menlo Park,VISA,Approved,964.0690539
Texas,Manvel,VISA,Approved,229.4885987
California,Mountain View,VISA,Approved,1827.759966
Missouri,Kansas City,VISA,Approved,108.3497593
Virginia,Fairfax Station,AMEX,Approved,2110.304245
California,Mountain View,VISA,Approved,7941.58772
Ohio,Cincinnati,AMEX,Approved,6313.143871
