timestamp,"bike_id","member_type","date_hour","date_wday","duration_ms","start_station"
1450315440,W20283,Registered,17,wednesday,1254431,"14th & V St NW"
1450314900,W20008,Registered,17,wednesday,1053845,"24th & N St NW"
1450314300,W00974,Registered,17,wednesday,566616,"Park Rd & Holmead Pl NW"
1450314240,W00693,Registered,17,wednesday,85967,"M St & Delaware Ave NE"
1450313880,W20214,Registered,16,wednesday,1446860,"Jefferson Dr & 14th St SW"
1450313460,W20433,Registered,16,wednesday,192764,"1st & K St SE"
1450313160,W00789,Registered,16,wednesday,1230077,"14th & R St NW"
1450312920,W22174,Registered,16,wednesday,799075,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr"
1450311960,W00021,Registered,16,wednesday,501337,"15th & L St NW"
1450311720,W21805,Registered,16,wednesday,353462,"Takoma Metro"
1450308780,W20357,Registered,15,wednesday,470872,"19th & L St NW"
1450307760,W20571,Registered,15,wednesday,4233771,"21st & I St NW"
1450307520,W21646,Registered,15,wednesday,635629,"Adams Mill & Columbia Rd NW"
1450306920,W20594,Casual,15,wednesday,1013170,"Tenleytown / Wisconsin Ave & Albemarle St NW"
1450305840,W21768,Registered,14,wednesday,332475,"17th & K St NW"
1450304760,W01316,Registered,14,wednesday,325112,"Central Library / N Quincy St & 10th St N"
1450303800,W01498,Casual,14,wednesday,1422577,"Jefferson Dr & 14th St SW"
1450303740,W20258,Registered,14,wednesday,313968,"15th & P St NW"
1450303560,W20793,Registered,14,wednesday,475354,"4th & E St SW"
1450301640,W01084,Casual,13,wednesday,350036,"15th & P St NW"
1450300740,W00701,Registered,13,wednesday,898577,"10th & Florida Ave NW"
1450299300,W01387,Registered,12,wednesday,437684,"Columbus Circle / Union Station"
1450299180,W00521,Registered,12,wednesday,288714,"18th St & Pennsylvania Ave NW"
1450297080,W00040,Registered,12,wednesday,808582,"4th & W St NE"
1450289940,W20200,Registered,10,wednesday,1425593,"17th & K St NW"
1450287600,W00909,Registered,9,wednesday,2875322,"River Rd & Landy Ln"
1450287000,W20297,Registered,9,wednesday,301230,"13th St & New York Ave NW"
1450286640,W21392,Registered,9,wednesday,369981,"Thomas Circle"
1450286280,W20763,Registered,9,wednesday,1442816,"1st & M St NE"
1450285980,W01253,Registered,9,wednesday,509433,"10th & U St NW"
1450285320,W21695,Registered,9,wednesday,840251,"10th & U St NW"
1450284300,W01320,Registered,8,wednesday,690019,"17th & Corcoran St NW"
1450284120,W21338,Registered,8,wednesday,318529,"21st & M St NW"
1450283880,W21388,Registered,8,wednesday,714373,"36th & Calvert St NW / Glover Park"
1450283280,W21791,Registered,8,wednesday,490468,"8th & H St NW"
1450282860,W20250,Registered,8,wednesday,1101355,"1st & K St SE"
1450282260,W01251,Registered,8,wednesday,442462,"King St Metro South"
1450282020,W20200,Registered,8,wednesday,774770,"Lee Hwy & N Scott St"
1450280760,W20537,Registered,7,wednesday,521646,"7th & T St NW"
1450279980,W20936,Registered,7,wednesday,751366,"1st & M St NE"
1450279200,W22084,Registered,7,wednesday,449158,"Maryland & Independence Ave SW"
1450277580,W20493,Registered,6,wednesday,209890,"N Quincy St & Glebe Rd"
1450275240,W00054,Registered,6,wednesday,1069749,"14th & Harvard St NW"
1450248360,W00560,Registered,22,tuesday,613880,"11th & Kenyon St NW"
1450247820,W20864,Registered,22,tuesday,665287,"15th & P St NW"
1450247520,W01499,Registered,22,tuesday,167338,"Virginia Square Metro / N Monroe St & 9th St N"
1450246980,W21902,Casual,22,tuesday,607191,"Pentagon City Metro / 12th & S Hayes St"
1450246560,W21448,Registered,22,tuesday,332185,"16th & Harvard St NW"
1450243680,W21765,Registered,21,tuesday,427522,"Fairfax Dr & Kenmore St"
1450243440,W20390,Registered,21,tuesday,729571,"Massachusetts Ave & Dupont Circle NW"
1450241520,W21422,Registered,20,tuesday,383439,"2nd & G St NE"
1450241520,W00643,Registered,20,tuesday,128045,"S Four Mile Run Dr & S Shirlington Rd"
1450241340,W20449,Registered,20,tuesday,2043319,"Thomas Circle"
1450240320,W21503,Registered,20,tuesday,655655,"19th & L St NW"
1450240260,W22139,Registered,20,tuesday,529946,"1st & Rhode Island Ave NW"
1450238940,W00522,Registered,20,tuesday,112291,"3000 Connecticut Ave NW / National Zoo"
1450238700,W20862,Registered,20,tuesday,170305,"11th & Kenyon St NW"
1450237680,W20768,Registered,19,tuesday,276983,"Columbus Circle / Union Station"
1450237440,W21103,Registered,19,tuesday,878609,"John McCormack Dr & Michigan Ave NE"
1450237260,W20326,Registered,19,tuesday,301647,"Massachusetts Ave & Dupont Circle NW"
1450237200,W21120,Registered,19,tuesday,352356,"M St & New Jersey Ave SE"
1450236660,W00965,Registered,19,tuesday,70547,"15th & P St NW"
1450235820,W00404,Registered,19,tuesday,635109,"Kennedy Center"
1450235100,W01450,Registered,19,tuesday,188135,"New Hampshire Ave & T St NW"
1450234800,W20371,Registered,19,tuesday,329898,"Lamont & Mt Pleasant NW"
1450234380,W22099,Registered,18,tuesday,594612,"Connecticut Ave & Newark St NW / Cleveland Park"
1450234380,W21944,Registered,18,tuesday,256485,"Park Rd & Holmead Pl NW"
1450232400,W00043,Registered,18,tuesday,544958,"19th St & Constitution Ave NW"
1450232160,W21059,Registered,18,tuesday,760127,"6th & H St NE"
1450231620,W20127,Registered,18,tuesday,473261,"14th & R St NW"
1450231320,W21943,Registered,18,tuesday,1068009,"21st & M St NW"
1450231260,W21877,Registered,18,tuesday,188417,"Columbus Circle / Union Station"
1450230600,W01305,Casual,17,tuesday,1234788,"Jefferson Dr & 14th St SW"
1450230420,W20969,Registered,17,tuesday,906875,"Adams Mill & Columbia Rd NW"
1450230060,W21870,Registered,17,tuesday,458821,"15th & L St NW"
1450229700,W20447,Registered,17,tuesday,376658,"12th & L St NW"
1450229580,W01381,Registered,17,tuesday,613165,"Columbus Circle / Union Station"
1450229340,W20843,Registered,17,tuesday,494135,"12th & U St NW"
1450229100,W00493,Registered,17,tuesday,219033,"Columbus Circle / Union Station"
1450228680,W20056,Registered,17,tuesday,443585,"C & O Canal & Wisconsin Ave NW"
1450228080,W21094,Registered,17,tuesday,1032127,"19th & E Street NW"
1450227900,W20503,Registered,17,tuesday,408729,"8th & O St NW"
1450227360,W21221,Registered,16,tuesday,254078,"2nd & G St NE"
1450227240,W00958,Registered,16,tuesday,717950,"3rd & Tingey St SE"
1450227060,W01119,Registered,16,tuesday,617399,"New Jersey Ave & N St NW/Dunbar HS"
1450226100,W01156,Registered,16,tuesday,304166,"Court House Metro / 15th & N Uhle St"
1450225980,W20885,Registered,16,tuesday,1007777,"Georgetown Harbor / 30th St NW"
1450225500,W00046,Registered,16,tuesday,545018,"Eastern Market Metro / Pennsylvania Ave & 7th St SE"
1450225020,W22039,Registered,16,tuesday,644100,"Calvert St & Woodley Pl NW"
1450223340,W01057,Registered,15,tuesday,591969,"Massachusetts Ave & Dupont Circle NW"
1450217760,W21425,Registered,14,tuesday,439215,"Georgetown Harbor / 30th St NW"
1450216020,W01347,Registered,13,tuesday,693926,"US Dept of State / Virginia Ave & 21st St NW"
1450215660,W21732,Registered,13,tuesday,205369,"6th & H St NE"
1450215480,W00040,Registered,13,tuesday,408286,"Metro Center / 12th & G St NW"
1450215120,W22097,Registered,13,tuesday,263937,"14th & V St NW"
1450215060,W20613,Registered,13,tuesday,629987,"8th & H St NW"
1450214160,W01253,Casual,13,tuesday,1099374,"Constitution Ave & 2nd St NW/DOL"
1450213860,W00057,Registered,13,tuesday,853420,"8th & H St NW"
1450213800,W20568,Registered,13,tuesday,819309,"7th & F St NW / National Portrait Gallery"
1450213680,W22080,Registered,13,tuesday,1505188,"10th & E St NW"
1450212780,W01468,Casual,12,tuesday,9544629,"17th & G St NW"
1450212120,W22097,Registered,12,tuesday,318410,"17th & Corcoran St NW"
1450209120,W22178,Registered,11,tuesday,425223,"21st & M St NW"
1450208880,W00314,Registered,11,tuesday,234594,"North Capitol St & G Pl NE"
1450208820,W01495,Registered,11,tuesday,635665,"10th & U St NW"
1450207980,W20168,Casual,11,tuesday,600767,"13th St & New York Ave NW"
1450207920,W00555,Registered,11,tuesday,484353,"20th St & Florida Ave NW"
1450207380,W21588,Casual,11,tuesday,1519249,"3rd St & Pennsylvania Ave SE"
1450204500,W22000,Registered,10,tuesday,1311709,"10th & K St NW"
1450201980,W20115,Registered,9,tuesday,192824,"Columbus Circle / Union Station"
1450200960,W20453,Registered,9,tuesday,641704,"17th & K St NW"
1450200840,W00438,Registered,9,tuesday,121608,"15th & Crystal Dr"
1450200660,W20398,Registered,9,tuesday,407544,"Columbus Circle / Union Station"
1450200180,W20235,Registered,9,tuesday,628618,"Clarendon Metro / Wilson Blvd & N Highland St"
1450199940,W00669,Registered,9,tuesday,1076024,"4th & M St SW"
1450199220,W00204,Registered,9,tuesday,237610,"N Veitch & Key Blvd"
1450199040,W20151,Registered,9,tuesday,591592,"Calvert St & Woodley Pl NW"
1450198920,W22143,Registered,9,tuesday,719120,"2nd & G St NE"
1450198380,W20223,Registered,8,tuesday,913663,"Potomac & Pennsylvania Ave SE"
1450198080,W22051,Registered,8,tuesday,241261,"Massachusetts Ave & Dupont Circle NW"
1450197300,W21842,Registered,8,tuesday,244557,"M St & Delaware Ave NE"
1450196700,W21719,Registered,8,tuesday,418911,"17th & Rhode Island Ave NW"
1450196220,W22102,Registered,8,tuesday,587837,"S Glebe & Potomac Ave"
1450196160,W01340,Registered,8,tuesday,840337,"19th & East Capitol St SE"
1450196160,W21453,Registered,8,tuesday,447373,"8th & O St NW"
1450195680,W20426,Registered,8,tuesday,390505,"Convention Center / 7th & M St NW"
1450195680,W22003,Registered,8,tuesday,95131,"18th & Eads St."
1450195440,W20453,Registered,8,tuesday,459574,"20th St & Florida Ave NW"
1450195380,W20066,Registered,8,tuesday,301492,"Carroll & Ethan Allen Ave"
1450195380,W00349,Registered,8,tuesday,1203450,"1st & Rhode Island Ave NW"
1450195200,W21855,Registered,8,tuesday,503906,"17th & Corcoran St NW"
1450194600,W21246,Registered,7,tuesday,894972,"Columbia Rd & Georgia Ave NW"
1450193760,W21407,Registered,7,tuesday,360179,"New Hampshire Ave & T St NW"
1450193640,W00439,Registered,7,tuesday,898997,"Adams Mill & Columbia Rd NW"
1450193640,W20395,Registered,7,tuesday,319561,"15th & K St NW"
1450192860,W20727,Registered,7,tuesday,294352,"Good Hope Rd & 14th St SE"
1450192500,W21272,Registered,7,tuesday,428256,"4th & E St SW"
1450190940,W21045,Registered,6,tuesday,944304,"34th St & Wisconsin Ave NW"
1450188000,W00824,Registered,6,tuesday,320461,"14th & Belmont St NW"
1450172580,W20484,Registered,1,tuesday,878326,"20th & Crystal Dr"
1450165800,W01018,Registered,23,monday,1029955,"19th St & Pennsylvania Ave NW"
1450158840,W21332,Registered,21,monday,611377,"25th St & Pennsylvania Ave NW"
1450157640,W00763,Registered,21,monday,481419,"15th & Euclid St  NW"
1450156380,W00596,Registered,21,monday,338470,"14th & Rhode Island Ave NW"
1450156020,W00636,Registered,21,monday,346376,"Connecticut Ave & Newark St NW / Cleveland Park"
1450155480,W01015,Registered,20,monday,125850,"Lee Hwy & N Adams St"
1450154820,W20150,Registered,20,monday,837064,"Pentagon City Metro / 12th & S Hayes St"
1450152060,W20334,Registered,20,monday,559362,"19th & K St NW"
1450151760,W20664,Registered,19,monday,134183,"17th St & Massachusetts Ave NW"
1450149420,W21374,Registered,19,monday,1102050,"22nd & I St NW / Foggy Bottom"
1450147980,W20130,Registered,18,monday,364427,"14th & V St NW"
1450147680,W21498,Registered,18,monday,557270,"19th & G St NW"
1450147140,W20131,Registered,18,monday,959323,"15th & L St NW"
1450143960,W00278,Registered,17,monday,723713,"10th & E St NW"
1450143840,W01407,Registered,17,monday,575450,"11th & Kenyon St NW"
1450141320,W21664,Casual,17,monday,503815,"8th & East Capitol St NE"
1450140480,W01107,Registered,16,monday,438223,"L'Enfant Plaza / 7th & C St SW"
1450139340,W20167,Registered,16,monday,984857,"Maryland & Independence Ave SW"
1450137120,W20008,Registered,15,monday,215725,"24th & N St NW"
1450136580,W20626,Registered,15,monday,699772,"10th & Florida Ave NW"
1450135860,W00956,Casual,15,monday,2213975,"Jefferson Dr & 14th St SW"
1450133940,W00021,Registered,14,monday,147890,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr"
1450133940,W21891,Registered,14,monday,282116,"Columbus Circle / Union Station"
1450131540,W20155,Registered,14,monday,811266,"15th & Euclid St  NW"
1450131480,W00997,Registered,14,monday,220032,"Bethesda Ave & Arlington Rd"
1450129740,W22097,Registered,13,monday,292550,"Lee Hwy & N Scott St"
1450129560,W20971,Registered,13,monday,272017,"18th St & Pennsylvania Ave NW"
1450129020,W21127,Registered,13,monday,559353,"1st & M St NE"
1450127880,W00897,Registered,13,monday,463678,"19th & G St NW"
1450125660,W00655,Registered,12,monday,618864,"22nd & I St NW / Foggy Bottom"
1450123140,W00545,Registered,11,monday,127588,"5th & F St NW"
1450121520,W20971,Registered,11,monday,701123,"21st & M St NW"
1450120440,W20588,Registered,11,monday,774862,"Massachusetts Ave & Dupont Circle NW"
1450118280,W22211,Registered,10,monday,726092,"12th & L St NW"
1450115760,W21161,Registered,9,monday,1522091,"25th St & Pennsylvania Ave NW"
1450115100,W20449,Registered,9,monday,1414274,"Oklahoma Ave & D St NE"
1450114200,W21520,Registered,9,monday,413148,"10th & K St NW"
1450113600,W20472,Registered,9,monday,927489,"Potomac & Pennsylvania Ave SE"
1450112400,W20068,Registered,9,monday,1963956,"14th & Upshur St NW"
1450112100,W20153,Registered,8,monday,391110,"Washington Blvd & 10th St N"
1450112100,W21726,Registered,8,monday,505295,"6th & Water St SW / SW Waterfront"
1450111920,W01255,Registered,8,monday,549890,"6th & H St NE"
1450111680,W21565,Registered,8,monday,725916,"Thomas Circle"
1450110900,W20408,Registered,8,monday,623006,"10th & K St NW"
1450110900,W01233,Registered,8,monday,285217,"N Quincy St & Glebe Rd"
1450110840,W00987,Registered,8,monday,931075,"New Jersey Ave & N St NW/Dunbar HS"
1450108620,W01131,Registered,7,monday,131710,"4th & M St SW"
1450107900,W00659,Registered,7,monday,1219884,"S Joyce & 16th St S"
1450106820,W20069,Registered,7,monday,836871,"15th St & Massachusetts Ave SE"
1450106280,W21042,Registered,7,monday,261733,"New Hampshire Ave & T St NW"
1450106280,W21492,Registered,7,monday,392592,"Lincoln Park / 13th & East Capitol St NE"
1450105620,W01197,Registered,7,monday,305926,"14th & Rhode Island Ave NW"
1450104900,W01021,Registered,6,monday,468600,"Lincoln Park / 13th & East Capitol St NE"
1450102440,W00134,Registered,6,monday,1064896,"N Pershing Dr & Wayne St"
1450086120,W01131,Registered,1,monday,384204,"Maryland & Independence Ave SW"
1450080480,W01165,Registered,0,monday,584137,"US Dept of State / Virginia Ave & 21st St NW"
1450078740,W21330,Registered,23,sunday,346098,"1st & K St SE"
1450075560,W01448,Registered,22,sunday,322258,"14th & G St NW"
1450074120,W21426,Casual,22,sunday,363325,"New York Ave & 15th St NW"
1450073640,W21423,Registered,22,sunday,1553499,"14th & G St NW"
1450071840,W01281,Registered,21,sunday,1187206,"22nd & I St NW / Foggy Bottom"
1450071420,W21689,Registered,21,sunday,743900,"11th & M St NW"
1450068360,W00647,Casual,20,sunday,1515534,"New York Ave & 15th St NW"
1450067220,W20041,Casual,20,sunday,814877,"New York Ave & 15th St NW"
1450066380,W00544,Registered,20,sunday,423281,"Iwo Jima Memorial/N Meade & 14th St N"
1450065840,W01008,Registered,20,sunday,274417,"14th & Rhode Island Ave NW"
1450065840,W21175,Casual,20,sunday,810360,"18th & R St NW"
1450065780,W21802,Casual,20,sunday,485827,"10th & K St NW"
1450061760,W00559,Registered,18,sunday,1042398,"6th St & Indiana Ave NW"
1450061520,W00440,Registered,18,sunday,658469,"California St & Florida Ave NW"
1450061040,W00482,Registered,18,sunday,1004986,"McKinley St & Connecticut Ave NW"
1450060860,W21040,Registered,18,sunday,9031433,"14th & R St NW"
1450060380,W01496,Casual,18,sunday,2659473,"Lincoln Memorial"
1450060140,W20312,Registered,18,sunday,679085,"7th & F St NW / National Portrait Gallery"
1450060140,W00485,Registered,18,sunday,916318,"14th & Harvard St NW"
1450059600,W21402,Registered,18,sunday,990357,"Florida Ave & R St NW"
1450059180,W21644,Registered,18,sunday,1035320,"25th St & Pennsylvania Ave NW"
1450059120,W00757,Registered,18,sunday,681186,"4th & D St NW / Judiciary Square"
1450058460,W21425,Casual,18,sunday,1607741,"MLK Library/9th & G St NW"
1450057260,W00328,Casual,17,sunday,1105535,"14th & D St NW / Ronald Reagan Building"
1450056240,W20272,Casual,17,sunday,4382034,"8th & O St NW"
1450055820,W20361,Registered,17,sunday,1437682,"20th St & Florida Ave NW"
1450055160,W00143,Registered,17,sunday,528936,"15th & P St NW"
1450054380,W00601,Registered,16,sunday,568863,"Georgia & New Hampshire Ave NW"
1450053300,W21335,Registered,16,sunday,907471,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1450053300,W01409,Registered,16,sunday,245781,"1st & H St NW"
1450053240,W00377,Registered,16,sunday,622298,"15th & K St NW"
1450053180,W21557,Registered,16,sunday,1066840,"14th St & New York Ave NW"
1450053120,W22074,Registered,16,sunday,553939,"Washington Blvd & 7th St N"
1450052640,W22198,Casual,16,sunday,1515568,"Georgetown Harbor / 30th St NW"
1450052460,W21220,Registered,16,sunday,1443030,"M St & Delaware Ave NE"
1450052160,W20277,Registered,16,sunday,716019,"Connecticut Ave & Tilden St NW"
1450051620,W21820,Registered,16,sunday,405366,"13th & H St NE"
1450050660,W22081,Registered,15,sunday,2412747,"12th & Irving St NE"
1450050300,W00817,Registered,15,sunday,330645,"Adams Mill & Columbia Rd NW"
1450050240,W20038,Registered,15,sunday,623824,"MLK Library/9th & G St NW"
1450049760,W21996,Registered,15,sunday,1098137,"Potomac & Pennsylvania Ave SE"
1450049580,W00603,Casual,15,sunday,7230035,"N Veitch & Key Blvd"
1450049520,W00143,Registered,15,sunday,137681,"Columbia Rd & Belmont St NW"
1450049400,W00540,Casual,15,sunday,1400941,"M St & Pennsylvania Ave NW"
1450049220,W20837,Casual,15,sunday,2943887,"M St & Pennsylvania Ave NW"
1450048980,W20296,Casual,15,sunday,3167205,"M St & Pennsylvania Ave NW"
1450048680,W00927,Casual,15,sunday,4448968,"12th & Army Navy Dr"
1450048560,W01469,Registered,15,sunday,381519,"14th & Rhode Island Ave NW"
1450048200,W21013,Casual,15,sunday,1514066,"18th St & Pennsylvania Ave NW"
1450048080,W20774,Registered,15,sunday,514669,"Columbia Rd & Belmont St NW"
1450047600,W21088,Casual,15,sunday,939378,"13th St & New York Ave NW"
1450045320,W21190,Registered,14,sunday,1459344,"Massachusetts Ave & Dupont Circle NW"
1450045140,W00040,Registered,14,sunday,1091765,"21st St N & N Pierce St"
1450044900,W01484,Registered,14,sunday,210998,"15th & Euclid St  NW"
1450044720,W20540,Casual,14,sunday,4460666,"North Capitol St & G Pl NE"
1450043820,W00038,Registered,13,sunday,447507,"Commerce St & Fayette St"
1450043760,W20765,Registered,13,sunday,1060405,"Market Square / King St & Royal St"
1450043520,W22037,Registered,13,sunday,1347494,"8th & H St NW"
1450042380,W21318,Casual,13,sunday,1665535,"Jefferson Memorial"
1450041720,W21250,Registered,13,sunday,1404589,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1450041240,W22158,Registered,13,sunday,1048316,"C & O Canal & Wisconsin Ave NW"
1450041240,W00480,Registered,13,sunday,1014912,"New Jersey Ave & R St NW"
1450039860,W21487,Casual,12,sunday,1399325,"21st & M St NW"
1450039380,W21685,Casual,12,sunday,2072585,"Lincoln Memorial"
1450039320,W22058,Registered,12,sunday,1432402,"25th St & Pennsylvania Ave NW"
1450038960,W22083,Registered,12,sunday,295144,"MLK Library/9th & G St NW"
1450038480,W20012,Registered,12,sunday,805816,"22nd & I St NW / Foggy Bottom"
1450038060,W21336,Registered,12,sunday,412916,"Florida Ave & R St NW"
1450036920,W21842,Registered,12,sunday,288097,"Calvert St & Woodley Pl NW"
1450036920,W21516,Registered,12,sunday,865367,"Convention Center / 7th & M St NW"
1450035780,W20281,Registered,11,sunday,138481,"Wilson Blvd & N Oakland St"
1450035360,W20328,Registered,11,sunday,353553,"Mount Vernon Ave & E Nelson Ave"
1450034580,W00944,Registered,11,sunday,605573,"18th & R St NW"
1450034460,W20237,Registered,11,sunday,91465,"6th St & Indiana Ave NW"
1450032420,W00476,Registered,10,sunday,213288,"14th & R St NW"
1450032180,W00890,Registered,10,sunday,418156,"Massachusetts Ave & Dupont Circle NW"
1450032180,W00422,Registered,10,sunday,978123,"Clarendon Blvd & Pierce St"
1450031640,W01419,Registered,10,sunday,854708,"3rd & H St NE"
1450031460,W01204,Casual,10,sunday,2680818,"10th & K St NW"
1450031340,W00131,Registered,10,sunday,1445504,"17th & Corcoran St NW"
1450030740,W00055,Registered,10,sunday,449402,"18th & R St NW"
1450030680,W21529,Registered,10,sunday,1278158,"24th & N St NW"
1450030380,W20366,Registered,10,sunday,316798,"11th & H St NE"
1450030260,W20454,Registered,10,sunday,290868,"Convention Center / 7th & M St NW"
1450024620,W22049,Registered,8,sunday,400947,"34th St & Wisconsin Ave NW"
1450024140,W20124,Registered,8,sunday,605589,"4th & M St SW"
1450002960,W00783,Casual,2,sunday,2144543,"Lincoln Memorial"
1450000920,W20890,Registered,2,sunday,751677,"C & O Canal & Wisconsin Ave NW"
1449994500,W21192,Registered,0,sunday,496617,"Columbus Circle / Union Station"
1449990540,W21557,Casual,23,saturday,1064757,"7th & T St NW"
1449988860,W21802,Registered,22,saturday,230667,"19th St & Pennsylvania Ave NW"
1449985920,W21278,Registered,21,saturday,436872,"14th & Harvard St NW"
1449984600,W21126,Registered,21,saturday,863086,"18th & M St NW"
1449984300,W01015,Registered,21,saturday,1011712,"California St & Florida Ave NW"
1449983940,W20930,Registered,21,saturday,329339,"Clarendon Blvd & N Fillmore St"
1449983820,W21165,Casual,21,saturday,2069150,"Jefferson Memorial"
1449983400,W20206,Registered,21,saturday,762743,"5th St & Massachusetts Ave NW"
1449980940,W22110,Registered,20,saturday,633829,"3rd & G St SE"
1449980700,W01330,Casual,20,saturday,1792340,"Adams Mill & Columbia Rd NW"
1449978300,W21873,Registered,19,saturday,423243,"Union Market/6th St & Neal Pl NE"
1449978000,W00368,Registered,19,saturday,409501,"Nannie Helen Burroughs & Minnesota Ave NE"
1449976560,W00805,Casual,19,saturday,1466863,"8th & H St NW"
1449975120,W21795,Registered,18,saturday,398498,"15th St & Massachusetts Ave SE"
1449974460,W22065,Registered,18,saturday,166077,"18th & R St NW"
1449974340,W21465,Registered,18,saturday,476622,"Jefferson Dr & 14th St SW"
1449973560,W20364,Registered,18,saturday,726384,"King St Metro South"
1449971400,W00343,Registered,17,saturday,519832,"New Jersey Ave & N St NW/Dunbar HS"
1449970440,W00410,Registered,17,saturday,773990,"Calvert St & Woodley Pl NW"
1449968700,W00282,Registered,17,saturday,227314,"North Capitol St & G Pl NE"
1449968460,W20986,Casual,17,saturday,1086669,"20th St & Florida Ave NW"
1449968340,W22187,Casual,16,saturday,1279364,"7th & F St NW / National Portrait Gallery"
1449968220,W01402,Registered,16,saturday,1040356,"Bethesda Ave & Arlington Rd"
1449967860,W21290,Registered,16,saturday,1661681,"34th & Water St NW"
1449967860,W22068,Casual,16,saturday,5785946,"Lincoln Memorial"
1449966780,W00648,Registered,16,saturday,487696,"4th & E St SW"
1449966180,W21753,Registered,16,saturday,318369,"New Hampshire Ave & T St NW"
1449965940,W01074,Registered,16,saturday,336270,"11th & H St NE"
1449965700,W20319,Registered,16,saturday,1754482,"C & O Canal & Wisconsin Ave NW"
1449965460,W00915,Registered,16,saturday,1080530,"Henry St & Pendleton St"
1449965340,W21839,Registered,16,saturday,451546,"Columbus Circle / Union Station"
1449964200,W21014,Registered,15,saturday,734398,"Metro Center / 12th & G St NW"
1449963900,W21012,Casual,15,saturday,733978,"Metro Center / 12th & G St NW"
1449963840,W20113,Registered,15,saturday,1039561,"Harvard St & Adams Mill Rd NW"
1449962700,W01279,Registered,15,saturday,281264,"34th St & Wisconsin Ave NW"
1449962580,W20493,Casual,15,saturday,10153162,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials"
1449961860,W00388,Registered,15,saturday,1590955,"Arlington Blvd & Fillmore St"
1449961560,W00598,Registered,15,saturday,671381,"Independence Ave & L'Enfant Plaza SW/DOE"
1449961560,W20591,Casual,15,saturday,2015003,"23rd & Eads St"
1449961560,W00465,Casual,15,saturday,2035813,"23rd & Eads St"
1449961140,W20501,Registered,14,saturday,201077,"8th & O St NW"
1449960900,W22166,Registered,14,saturday,158935,"New Hampshire Ave & T St NW"
1449960840,W21604,Registered,14,saturday,2150241,"17th & G St NW"
1449960840,W20602,Registered,14,saturday,910637,"17th & Rhode Island Ave NW"
1449959640,W21551,Registered,14,saturday,914995,"18th & R St NW"
1449959580,W01052,Registered,14,saturday,931189,"14th & Rhode Island Ave NW"
1449959400,W20015,Registered,14,saturday,1921015,"14th & R St NW"
1449958860,W20307,Casual,14,saturday,1471093,"Washington & Independence Ave SW/HHS"
1449958860,W22153,Registered,14,saturday,661183,"Union Market/6th St & Neal Pl NE"
1449958740,W22164,Registered,14,saturday,1070690,"Massachusetts Ave & Dupont Circle NW"
1449958740,W00132,Registered,14,saturday,804396,"3rd St & Pennsylvania Ave SE"
1449958080,W21503,Casual,14,saturday,13338530,"Maryland Ave & E St NE"
1449957900,W00964,Casual,14,saturday,10241079,"New York Ave & 15th St NW"
1449957840,W01041,Registered,14,saturday,647291,"Columbus Circle / Union Station"
1449957120,W20070,Registered,13,saturday,651615,"7th & R St NW / Shaw Library"
1449957060,W20972,Casual,13,saturday,1561791,"Georgetown Harbor / 30th St NW"
1449957000,W00777,Casual,13,saturday,1660353,"Georgetown Harbor / 30th St NW"
1449956760,W01196,Registered,13,saturday,26620785,"Columbus Circle / Union Station"
1449956460,W00689,Registered,13,saturday,756462,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr"
1449955740,W20040,Registered,13,saturday,449885,"New Hampshire Ave & T St NW"
1449955560,W20552,Registered,13,saturday,476828,"6th & H St NE"
1449954780,W01322,Registered,13,saturday,645935,"Adams Mill & Columbia Rd NW"
1449953580,W20455,Casual,12,saturday,3462477,"Monroe Ave & Leslie Ave"
1449953280,W21521,Registered,12,saturday,1057884,"Columbus Circle / Union Station"
1449952500,W01210,Registered,12,saturday,1109335,"New Hampshire Ave & T St NW"
1449952500,W21571,Casual,12,saturday,2007279,"11th & H St NE"
1449951660,W21472,Registered,12,saturday,785443,"18th & R St NW"
1449951360,W20577,Registered,12,saturday,177845,"11th & Kenyon St NW"
1449951060,W20123,Registered,12,saturday,752740,"Washington & Independence Ave SW/HHS"
1449951000,W00402,Registered,12,saturday,472091,"3rd & H St NE"
1449950820,W01377,Registered,12,saturday,959516,"Park Rd & Holmead Pl NW"
1449950460,W20769,Registered,12,saturday,1956331,"Jefferson Dr & 14th St SW"
1449950340,W01198,Registered,11,saturday,539264,"7th & R St NW / Shaw Library"
1449950340,W21708,Registered,11,saturday,573110,"Lynn & 19th St North"
1449949920,W20240,Casual,11,saturday,4139042,"Eastern Market Metro / Pennsylvania Ave & 7th St SE"
1449949380,W01360,Casual,11,saturday,4176841,"Prince St & Union St"
1449948600,W20377,Casual,11,saturday,802983,"17th & K St NW / Farragut Square"
1449948480,W20012,Registered,11,saturday,485669,"Arlington Blvd & Fillmore St"
1449947880,W20566,Registered,11,saturday,424949,"13th & D St NE"
1449947400,W21835,Casual,11,saturday,4467002,"Lincoln Memorial"
1449947160,W20339,Registered,11,saturday,314599,"Eastern Market / 7th & North Carolina Ave SE"
1449944340,W20550,Registered,10,saturday,1223825,"Lincoln Memorial"
