"_time",Casual,Member,"_span"
1427846400,58,559,3600
1427850000,51,662,3600
1427853600,40,433,3600
1427857200,27,274,3600
1427860800,29,228,3600
1427864400,13,113,3600
1427868000,1,58,3600
1427871600,0,31,3600
1427875200,1,9,3600
1427878800,1,2,3600
1427882400,0,2,3600
1427886000,0,3,3600
1427889600,1,53,3600
1427893200,3,212,3600
1427896800,20,592,3600
1427900400,40,1030,3600
1427904000,74,420,3600
1427907600,57,204,3600
1427911200,98,237,3600
1427914800,148,318,3600
1427918400,178,226,3600
1427922000,153,248,3600
1427925600,220,314,3600
1427929200,191,517,3600
1427932800,207,1114,3600
1427936400,145,1027,3600
1427940000,101,605,3600
1427943600,65,407,3600
1427947200,45,274,3600
1427950800,22,166,3600
1427954400,9,84,3600
1427958000,1,27,3600
1427961600,3,18,3600
1427965200,0,8,3600
1427968800,0,0,3600
1427972400,0,2,3600
1427976000,0,46,3600
1427979600,4,207,3600
1427983200,16,607,3600
1427986800,51,1088,3600
1427990400,43,465,3600
1427994000,153,183,3600
1427997600,200,233,3600
1428001200,220,348,3600
1428004800,238,304,3600
1428008400,265,277,3600
1428012000,253,319,3600
1428015600,287,580,3600
1428019200,282,1175,3600
1428022800,200,1039,3600
1428026400,141,639,3600
1428030000,100,439,3600
1428033600,61,321,3600
1428037200,57,223,3600
1428040800,31,119,3600
1428044400,18,54,3600
1428048000,11,29,3600
1428051600,9,16,3600
1428055200,0,2,3600
1428058800,0,3,3600
1428062400,2,65,3600
1428066000,5,175,3600
1428069600,19,458,3600
1428073200,36,451,3600
1428076800,20,164,3600
1428080400,27,58,3600
1428084000,33,111,3600
1428087600,43,172,3600
1428091200,41,118,3600
1428094800,50,134,3600
1428098400,99,255,3600
1428102000,167,464,3600
1428105600,147,662,3600
1428109200,132,651,3600
1428112800,97,402,3600
1428116400,85,253,3600
1428120000,69,228,3600
1428123600,35,186,3600
1428127200,32,137,3600
1428130800,16,95,3600
1428134400,12,71,3600
1428138000,9,45,3600
1428141600,10,17,3600
1428145200,2,4,3600
1428148800,3,9,3600
1428152400,11,23,3600
1428156000,13,64,3600
1428159600,54,178,3600
1428163200,175,273,3600
1428166800,279,366,3600
1428170400,430,367,3600
1428174000,430,453,3600
1428177600,521,434,3600
1428181200,521,391,3600
1428184800,578,467,3600
1428188400,554,439,3600
1428192000,489,422,3600
1428195600,368,331,3600
1428199200,245,300,3600
1428202800,144,206,3600
1428206400,128,146,3600
1428210000,69,101,3600
1428213600,38,132,3600
1428217200,39,74,3600
1428220800,14,70,3600
1428224400,5,40,3600
1428228000,2,19,3600
1428231600,0,3,3600
1428235200,4,11,3600
1428238800,15,33,3600
1428242400,18,68,3600
1428246000,79,115,3600
1428249600,149,248,3600
1428253200,256,332,3600
1428256800,389,356,3600
1428260400,445,387,3600
1428264000,537,357,3600
1428267600,611,404,3600
1428271200,610,465,3600
1428274800,563,402,3600
1428278400,524,395,3600
1428282000,425,396,3600
1428285600,248,294,3600
1428289200,126,193,3600
1428292800,81,143,3600
1428296400,61,100,3600
1428300000,24,51,3600
1428303600,15,16,3600
1428307200,6,7,3600
1428310800,0,6,3600
1428314400,0,2,3600
1428318000,3,6,3600
1428321600,0,51,3600
1428325200,15,200,3600
1428328800,18,625,3600
1428332400,81,1003,3600
1428336000,136,432,3600
1428339600,225,228,3600
1428343200,353,249,3600
1428346800,303,419,3600
1428350400,309,404,3600
1428354000,336,337,3600
1428357600,329,389,3600
1428361200,335,558,3600
1428364800,320,1149,3600
1428368400,288,1013,3600
1428372000,248,850,3600
1428375600,113,479,3600
1428379200,85,283,3600
1428382800,61,142,3600
1428386400,37,174,3600
1428390000,20,53,3600
1428393600,15,16,3600
1428397200,2,3,3600
1428400800,1,2,3600
1428404400,0,5,3600
1428408000,1,49,3600
1428411600,12,196,3600
1428415200,17,699,3600
1428418800,42,1149,3600
1428422400,102,489,3600
1428426000,178,219,3600
1428429600,214,236,3600
1428433200,220,306,3600
1428436800,221,396,3600
1428440400,244,365,3600
1428444000,235,356,3600
1428447600,223,523,3600
1428451200,245,1097,3600
1428454800,177,954,3600
1428458400,139,562,3600
1428462000,56,374,3600
1428465600,68,291,3600
1428469200,48,186,3600
1428472800,17,86,3600
1428476400,0,8,3600
1428480000,0,4,3600
1428483600,0,1,3600
1428487200,0,1,3600
1428490800,2,2,3600
1428494400,0,59,3600
1428498000,5,210,3600
1428501600,18,493,3600
1428505200,22,685,3600
1428508800,26,293,3600
1428512400,49,171,3600
1428516000,61,182,3600
1428519600,79,215,3600
1428523200,90,223,3600
1428526800,77,184,3600
1428530400,104,254,3600
1428534000,125,402,3600
1428537600,111,923,3600
1428541200,85,882,3600
1428544800,67,481,3600
1428548400,18,267,3600
1428552000,20,234,3600
1428555600,24,183,3600
1428559200,10,87,3600
1428562800,6,31,3600
1428566400,3,13,3600
1428570000,1,3,3600
1428573600,2,1,3600
1428577200,0,2,3600
1428580800,1,31,3600
1428584400,5,166,3600
1428588000,14,503,3600
1428591600,27,861,3600
1428595200,30,483,3600
1428598800,68,177,3600
1428602400,92,210,3600
1428606000,87,269,3600
1428609600,70,235,3600
1428613200,101,214,3600
1428616800,111,306,3600
1428620400,126,468,3600
1428624000,107,870,3600
1428627600,84,800,3600
1428631200,58,455,3600
1428634800,23,272,3600
1428638400,22,205,3600
1428642000,12,129,3600
1428645600,3,69,3600
1428649200,4,27,3600
1428652800,0,15,3600
1428656400,2,3,3600
1428660000,0,0,3600
1428663600,0,4,3600
1428667200,2,43,3600
1428670800,12,170,3600
1428674400,18,439,3600
1428678000,39,785,3600
1428681600,61,440,3600
1428685200,81,202,3600
1428688800,164,225,3600
1428692400,150,323,3600
1428696000,213,342,3600
1428699600,177,295,3600
1428703200,211,349,3600
1428706800,215,528,3600
1428710400,208,953,3600
1428714000,172,701,3600
1428717600,153,472,3600
1428721200,108,310,3600
1428724800,73,214,3600
1428728400,75,218,3600
1428732000,59,138,3600
1428735600,35,113,3600
1428739200,30,88,3600
1428742800,24,62,3600
1428746400,12,27,3600
1428750000,16,6,3600
1428753600,15,24,3600
1428757200,46,68,3600
1428760800,71,150,3600
1428764400,173,305,3600
1428768000,248,466,3600
1428771600,412,559,3600
1428775200,635,666,3600
1428778800,783,659,3600
1428782400,887,657,3600
1428786000,872,602,3600
1428789600,869,615,3600
1428793200,966,663,3600
1428796800,815,611,3600
1428800400,686,541,3600
1428804000,445,457,3600
1428807600,193,235,3600
1428811200,182,236,3600
1428814800,101,174,3600
1428818400,84,142,3600
1428822000,50,115,3600
1428825600,11,83,3600
1428829200,12,56,3600
1428832800,4,22,3600
1428836400,2,10,3600
1428840000,12,22,3600
1428843600,50,172,3600
1428847200,81,136,3600
1428850800,155,222,3600
1428854400,322,391,3600
1428858000,523,484,3600
1428861600,657,624,3600
1428865200,762,692,3600
1428868800,881,692,3600
1428872400,804,604,3600
1428876000,810,631,3600
1428879600,702,663,3600
1428883200,646,663,3600
1428886800,547,543,3600
1428890400,391,445,3600
1428894000,208,290,3600
1428897600,97,154,3600
1428901200,58,128,3600
1428904800,30,67,3600
1428908400,15,30,3600
1428912000,4,10,3600
1428915600,0,10,3600
1428919200,0,4,3600
1428922800,1,2,3600
1428926400,8,62,3600
1428930000,26,258,3600
1428933600,62,676,3600
1428937200,80,1014,3600
1428940800,108,413,3600
1428944400,182,243,3600
1428948000,215,265,3600
1428951600,237,385,3600
1428955200,244,307,3600
1428958800,299,325,3600
1428962400,273,339,3600
1428966000,282,649,3600
1428969600,317,1286,3600
1428973200,286,1245,3600
1428976800,266,824,3600
1428980400,120,529,3600
1428984000,64,373,3600
1428987600,55,175,3600
1428991200,31,77,3600
1428994800,7,22,3600
1428998400,1,9,3600
1429002000,3,7,3600
1429005600,0,1,3600
1429009200,0,5,3600
1429012800,2,49,3600
1429016400,2,69,3600
1429020000,3,147,3600
1429023600,16,449,3600
1429027200,24,286,3600
1429030800,22,124,3600
1429034400,32,138,3600
1429038000,22,116,3600
1429041600,13,84,3600
1429045200,11,57,3600
1429048800,10,66,3600
1429052400,12,111,3600
1429056000,19,320,3600
1429059600,35,483,3600
1429063200,23,371,3600
1429066800,11,229,3600
1429070400,10,196,3600
1429074000,10,120,3600
1429077600,5,72,3600
1429081200,12,27,3600
1429084800,7,16,3600
1429088400,2,4,3600
1429092000,7,5,3600
1429095600,0,14,3600
1429099200,4,81,3600
1429102800,13,272,3600
1429106400,29,756,3600
1429110000,52,1123,3600
1429113600,71,446,3600
1429117200,100,217,3600
1429120800,134,246,3600
1429124400,161,349,3600
1429128000,119,300,3600
1429131600,154,332,3600
1429135200,143,294,3600
1429138800,152,568,3600
1429142400,209,1193,3600
1429146000,192,1089,3600
1429149600,117,694,3600
1429153200,62,508,3600
1429156800,58,353,3600
1429160400,57,230,3600
1429164000,26,121,3600
1429167600,11,48,3600
1429171200,3,13,3600
1429174800,7,9,3600
1429178400,4,3,3600
1429182000,2,6,3600
1429185600,3,56,3600
1429189200,8,254,3600
1429192800,29,758,3600
1429196400,52,1133,3600
1429200000,76,496,3600
1429203600,86,244,3600
1429207200,163,279,3600
1429210800,138,388,3600
1429214400,156,367,3600
1429218000,165,327,3600
1429221600,184,381,3600
1429225200,181,607,3600
1429228800,256,1187,3600
1429232400,181,1196,3600
1429236000,133,685,3600
1429239600,71,449,3600
1429243200,58,409,3600
1429246800,31,286,3600
1429250400,11,97,3600
1429254000,3,26,3600
1429257600,2,12,3600
1429261200,4,14,3600
1429264800,0,3,3600
1429268400,0,4,3600
1429272000,2,57,3600
1429275600,8,195,3600
1429279200,26,680,3600
1429282800,59,1067,3600
1429286400,100,503,3600
1429290000,193,273,3600
1429293600,224,298,3600
1429297200,267,415,3600
1429300800,235,383,3600
1429304400,283,347,3600
1429308000,309,429,3600
1429311600,269,714,3600
1429315200,305,1210,3600
1429318800,236,906,3600
1429322400,144,571,3600
1429326000,148,416,3600
1429329600,137,362,3600
1429333200,98,304,3600
1429336800,89,216,3600
1429340400,58,152,3600
1429344000,37,68,3600
1429347600,19,55,3600
1429351200,15,27,3600
1429354800,4,6,3600
1429358400,3,13,3600
1429362000,7,37,3600
1429365600,44,122,3600
1429369200,103,275,3600
1429372800,269,420,3600
1429376400,413,548,3600
1429380000,605,584,3600
1429383600,739,679,3600
1429387200,685,609,3600
1429390800,782,591,3600
1429394400,862,591,3600
1429398000,686,664,3600
1429401600,694,629,3600
1429405200,590,610,3600
1429408800,448,474,3600
1429412400,257,395,3600
1429416000,174,318,3600
1429419600,137,209,3600
1429423200,114,183,3600
1429426800,76,142,3600
1429430400,33,107,3600
1429434000,39,75,3600
1429437600,19,35,3600
1429441200,2,5,3600
1429444800,1,13,3600
1429448400,14,22,3600
1429452000,38,64,3600
1429455600,97,182,3600
1429459200,229,279,3600
1429462800,351,436,3600
1429466400,536,557,3600
1429470000,513,626,3600
1429473600,532,576,3600
1429477200,461,590,3600
1429480800,509,542,3600
1429484400,415,569,3600
1429488000,338,451,3600
1429491600,161,278,3600
1429495200,34,106,3600
1429498800,25,85,3600
1429502400,4,36,3600
1429506000,4,24,3600
1429509600,0,19,3600
1429513200,0,7,3600
1429516800,0,0,3600
1429520400,0,5,3600
1429524000,0,0,3600
1429527600,0,1,3600
1429531200,1,25,3600
1429534800,2,122,3600
1429538400,19,356,3600
1429542000,45,900,3600
1429545600,69,436,3600
1429549200,121,193,3600
1429552800,165,217,3600
1429556400,114,335,3600
1429560000,169,308,3600
1429563600,219,308,3600
1429567200,171,346,3600
1429570800,173,503,3600
1429574400,178,1111,3600
1429578000,142,1000,3600
1429581600,104,659,3600
1429585200,24,125,3600
1429588800,19,167,3600
1429592400,17,116,3600
1429596000,15,59,3600
1429599600,4,31,3600
1429603200,0,6,3600
1429606800,2,1,3600
1429610400,0,2,3600
1429614000,0,9,3600
1429617600,3,64,3600
1429621200,4,241,3600
1429624800,41,787,3600
1429628400,78,1151,3600
1429632000,74,477,3600
1429635600,108,223,3600
1429639200,149,265,3600
1429642800,141,362,3600
1429646400,170,320,3600
1429650000,167,264,3600
1429653600,174,347,3600
1429657200,185,635,3600
1429660800,215,1299,3600
1429664400,193,1233,3600
1429668000,119,732,3600
1429671600,88,474,3600
1429675200,47,300,3600
1429678800,49,253,3600
1429682400,28,115,3600
1429686000,11,36,3600
1429689600,3,11,3600
1429693200,0,8,3600
1429696800,0,6,3600
1429700400,0,7,3600
1429704000,7,80,3600
1429707600,11,279,3600
1429711200,39,824,3600
1429714800,55,1221,3600
1429718400,88,485,3600
1429722000,124,219,3600
1429725600,158,237,3600
1429729200,166,316,3600
1429732800,141,343,3600
1429736400,99,236,3600
1429740000,73,282,3600
1429743600,84,549,3600
1429747200,116,1104,3600
1429750800,119,1136,3600
1429754400,84,623,3600
1429758000,54,431,3600
1429761600,47,280,3600
1429765200,31,222,3600
1429768800,3,92,3600
1429772400,5,34,3600
1429776000,3,11,3600
1429779600,1,7,3600
1429783200,0,3,3600
1429786800,0,7,3600
1429790400,3,53,3600
1429794000,8,217,3600
1429797600,28,702,3600
1429801200,43,1099,3600
1429804800,70,452,3600
1429808400,118,227,3600
1429812000,122,243,3600
1429815600,146,323,3600
1429819200,121,308,3600
1429822800,157,276,3600
1429826400,149,369,3600
1429830000,142,513,3600
1429833600,178,1013,3600
1429837200,130,1007,3600
1429840800,72,627,3600
1429844400,46,352,3600
1429848000,43,309,3600
1429851600,13,234,3600
1429855200,13,109,3600
1429858800,9,48,3600
1429862400,3,25,3600
1429866000,1,10,3600
1429869600,0,1,3600
1429873200,0,6,3600
1429876800,2,53,3600
1429880400,4,202,3600
1429884000,25,514,3600
1429887600,34,985,3600
1429891200,81,499,3600
1429894800,112,220,3600
1429898400,145,280,3600
1429902000,199,355,3600
1429905600,195,387,3600
1429909200,250,317,3600
1429912800,217,407,3600
1429916400,228,605,3600
1429920000,244,1042,3600
1429923600,160,810,3600
1429927200,105,539,3600
1429930800,55,344,3600
1429934400,50,201,3600
1429938000,57,159,3600
1429941600,21,164,3600
1429945200,14,99,3600
1429948800,5,63,3600
1429952400,4,44,3600
1429956000,0,8,3600
1429959600,1,8,3600
1429963200,4,13,3600
1429966800,9,44,3600
1429970400,23,92,3600
1429974000,57,215,3600
1429977600,140,315,3600
1429981200,204,365,3600
1429984800,290,442,3600
1429988400,273,474,3600
1429992000,365,453,3600
1429995600,303,432,3600
1429999200,341,456,3600
1430002800,300,359,3600
1430006400,221,272,3600
1430010000,56,119,3600
1430013600,32,89,3600
1430017200,13,58,3600
1430020800,7,34,3600
1430024400,4,25,3600
1430028000,5,27,3600
1430031600,1,44,3600
1430035200,4,44,3600
1430038800,1,47,3600
1430042400,0,13,3600
1430046000,0,4,3600
1430049600,0,5,3600
1430053200,7,21,3600
1430056800,16,34,3600
1430060400,60,131,3600
1430064000,109,252,3600
1430067600,193,362,3600
1430071200,321,465,3600
1430074800,433,593,3600
1430078400,463,591,3600
1430082000,495,588,3600
1430085600,460,536,3600
1430089200,436,558,3600
1430092800,360,525,3600
1430096400,257,509,3600
1430100000,174,367,3600
1430103600,96,262,3600
1430107200,63,182,3600
1430110800,37,130,3600
1430114400,19,59,3600
1430118000,6,35,3600
1430121600,8,15,3600
1430125200,6,7,3600
1430128800,1,6,3600
1430132400,0,2,3600
1430136000,0,50,3600
1430139600,6,191,3600
1430143200,24,669,3600
1430146800,40,1013,3600
1430150400,64,428,3600
1430154000,90,159,3600
1430157600,116,174,3600
1430161200,141,270,3600
1430164800,62,268,3600
1430168400,97,249,3600
1430172000,106,329,3600
1430175600,99,522,3600
1430179200,116,1078,3600
1430182800,82,942,3600
1430186400,60,553,3600
1430190000,29,257,3600
1430193600,23,213,3600
1430197200,35,162,3600
1430200800,8,53,3600
1430204400,4,16,3600
1430208000,8,7,3600
1430211600,4,5,3600
1430215200,2,2,3600
1430218800,0,7,3600
1430222400,3,71,3600
1430226000,13,247,3600
1430229600,23,736,3600
1430233200,47,1098,3600
1430236800,66,463,3600
1430240400,108,252,3600
1430244000,112,288,3600
1430247600,149,315,3600
1430251200,172,304,3600
1430254800,150,291,3600
1430258400,144,333,3600
1430262000,153,577,3600
1430265600,119,1230,3600
1430269200,130,1195,3600
1430272800,114,739,3600
1430276400,68,498,3600
1430280000,51,329,3600
1430283600,23,204,3600
1430287200,24,101,3600
1430290800,16,34,3600
1430294400,1,12,3600
1430298000,1,8,3600
1430301600,0,2,3600
1430305200,0,6,3600
1430308800,1,68,3600
1430312400,10,269,3600
1430316000,40,821,3600
1430319600,57,1225,3600
1430323200,74,475,3600
1430326800,111,207,3600
1430330400,123,268,3600
1430334000,155,341,3600
1430337600,143,375,3600
1430341200,151,299,3600
1430344800,175,332,3600
1430348400,151,619,3600
1430352000,201,1235,3600
1430355600,192,1170,3600
1430359200,118,752,3600
1430362800,101,506,3600
1430366400,61,351,3600
1430370000,25,218,3600
1430373600,24,128,3600
1430377200,12,45,3600
1430380800,6,16,3600
1430384400,1,13,3600
1430388000,0,3,3600
1430391600,0,5,3600
1430395200,3,60,3600
1430398800,7,257,3600
1430402400,39,793,3600
1430406000,52,1155,3600
1430409600,66,518,3600
1430413200,103,224,3600
1430416800,150,304,3600
1430420400,150,362,3600
1430424000,111,352,3600
1430427600,119,283,3600
1430431200,140,338,3600
1430434800,110,398,3600
1430438400,118,899,3600
1430442000,106,971,3600
1430445600,92,674,3600
1430449200,59,405,3600
1430452800,26,312,3600
1430456400,34,216,3600
1430460000,7,141,3600
1430463600,12,56,3600
1430467200,3,31,3600
1430470800,5,18,3600
1430474400,0,7,3600
1430478000,0,5,3600
1430481600,0,58,3600
1430485200,0,172,3600
1430488800,19,507,3600
1430492400,45,1005,3600
1430496000,83,463,3600
1430499600,116,259,3600
1430503200,122,298,3600
1430506800,132,356,3600
1430510400,121,386,3600
1430514000,187,339,3600
1430517600,177,417,3600
1430521200,178,641,3600
1430524800,142,1031,3600
1430528400,124,862,3600
1430532000,122,608,3600
1430535600,75,398,3600
1430539200,56,279,3600
1430542800,32,208,3600
1430546400,22,174,3600
1430550000,17,140,3600
1430553600,6,79,3600
1430557200,9,58,3600
1430560800,6,18,3600
1430564400,2,7,3600
1430568000,1,3,3600
1430571600,2,46,3600
1430575200,27,85,3600
1430578800,54,241,3600
1430582400,157,400,3600
1430586000,345,529,3600
1430589600,408,515,3600
1430593200,438,589,3600
1430596800,468,606,3600
1430600400,587,555,3600
1430604000,559,599,3600
1430607600,518,562,3600
1430611200,441,526,3600
1430614800,312,484,3600
1430618400,235,425,3600
1430622000,202,347,3600
1430625600,149,264,3600
1430629200,100,228,3600
1430632800,60,161,3600
1430636400,34,115,3600
1430640000,39,191,3600
1430643600,33,57,3600
1430647200,20,16,3600
1430650800,1,6,3600
1430654400,6,7,3600
1430658000,9,22,3600
1430661600,31,74,3600
1430665200,75,178,3600
1430668800,195,308,3600
1430672400,323,489,3600
1430676000,445,556,3600
1430679600,492,568,3600
1430683200,485,578,3600
1430686800,512,608,3600
1430690400,504,589,3600
1430694000,395,605,3600
1430697600,384,513,3600
1430701200,299,511,3600
1430704800,252,430,3600
1430708400,181,297,3600
1430712000,138,189,3600
1430715600,81,136,3600
1430719200,45,76,3600
1430722800,18,26,3600
1430726400,12,15,3600
1430730000,3,12,3600
1430733600,3,10,3600
1430737200,1,10,3600
1430740800,6,68,3600
1430744400,15,260,3600
1430748000,41,750,3600
1430751600,86,1028,3600
1430755200,109,407,3600
1430758800,161,184,3600
1430762400,195,266,3600
1430766000,172,313,3600
1430769600,160,331,3600
1430773200,229,332,3600
1430776800,202,338,3600
1430780400,191,554,3600
1430784000,257,1301,3600
1430787600,243,1264,3600
1430791200,158,707,3600
1430794800,109,484,3600
1430798400,115,374,3600
1430802000,85,251,3600
1430805600,35,96,3600
1430809200,18,40,3600
1430812800,11,17,3600
1430816400,6,10,3600
1430820000,3,6,3600
1430823600,3,9,3600
1430827200,8,78,3600
1430830800,18,333,3600
1430834400,39,924,3600
1430838000,55,1191,3600
1430841600,95,457,3600
1430845200,132,235,3600
1430848800,133,322,3600
1430852400,142,360,3600
1430856000,131,345,3600
1430859600,154,297,3600
1430863200,156,349,3600
1430866800,154,655,3600
1430870400,192,1211,3600
1430874000,92,743,3600
1430877600,70,577,3600
1430881200,62,428,3600
1430884800,51,310,3600
1430888400,42,263,3600
1430892000,15,151,3600
1430895600,10,43,3600
1430899200,3,21,3600
1430902800,3,8,3600
1430906400,0,2,3600
1430910000,2,9,3600
1430913600,1,78,3600
1430917200,11,325,3600
1430920800,33,883,3600
1430924400,51,1167,3600
1430928000,59,482,3600
1430931600,104,233,3600
1430935200,147,274,3600
1430938800,123,380,3600
1430942400,117,364,3600
1430946000,154,289,3600
1430949600,185,387,3600
1430953200,133,673,3600
1430956800,188,1129,3600
1430960400,159,1150,3600
1430964000,113,603,3600
1430967600,87,492,3600
1430971200,62,290,3600
1430974800,57,253,3600
1430978400,22,124,3600
1430982000,13,54,3600
1430985600,27,21,3600
1430989200,13,13,3600
1430992800,1,7,3600
1430996400,2,10,3600
1431000000,3,67,3600
1431003600,7,314,3600
1431007200,42,854,3600
1431010800,63,1188,3600
1431014400,73,458,3600
1431018000,132,223,3600
1431021600,144,292,3600
1431025200,133,387,3600
1431028800,154,372,3600
1431032400,138,317,3600
1431036000,173,396,3600
1431039600,166,657,3600
1431043200,188,1251,3600
1431046800,191,1197,3600
1431050400,157,751,3600
1431054000,119,563,3600
1431057600,67,396,3600
1431061200,80,264,3600
1431064800,42,136,3600
1431068400,44,73,3600
1431072000,23,35,3600
1431075600,2,25,3600
1431079200,0,0,3600
1431082800,1,7,3600
1431086400,3,77,3600
1431090000,14,258,3600
1431093600,25,762,3600
1431097200,78,1186,3600
1431100800,103,477,3600
1431104400,184,301,3600
1431108000,267,560,3600
1431111600,182,507,3600
1431115200,230,491,3600
1431118800,248,398,3600
1431122400,221,477,3600
1431126000,220,670,3600
1431129600,280,1168,3600
1431133200,236,1007,3600
1431136800,183,738,3600
1431140400,131,426,3600
1431144000,105,348,3600
1431147600,96,283,3600
1431151200,47,230,3600
1431154800,38,131,3600
1431158400,36,89,3600
1431162000,13,48,3600
1431165600,6,25,3600
1431169200,2,12,3600
1431172800,3,14,3600
1431176400,11,35,3600
1431180000,30,143,3600
1431183600,90,256,3600
1431187200,165,403,3600
1431190800,262,633,3600
1431194400,368,503,3600
1431198000,423,591,3600
1431201600,566,570,3600
1431205200,520,588,3600
1431208800,485,601,3600
1431212400,434,527,3600
1431216000,418,526,3600
1431219600,366,453,3600
1431223200,303,454,3600
1431226800,237,400,3600
1431230400,138,283,3600
1431234000,126,242,3600
1431237600,87,187,3600
1431241200,91,169,3600
1431244800,28,104,3600
1431248400,20,76,3600
1431252000,7,29,3600
1431255600,1,11,3600
1431259200,5,12,3600
1431262800,8,27,3600
1431266400,42,60,3600
1431270000,83,137,3600
1431273600,164,288,3600
1431277200,310,405,3600
1431280800,345,474,3600
1431284400,429,541,3600
1431288000,481,550,3600
1431291600,423,487,3600
1431295200,479,510,3600
1431298800,376,504,3600
1431302400,365,501,3600
1431306000,227,524,3600
1431309600,236,328,3600
1431313200,158,314,3600
1431316800,98,219,3600
1431320400,91,190,3600
1431324000,68,94,3600
1431327600,27,27,3600
1431331200,2,7,3600
1431334800,4,18,3600
1431338400,0,1,3600
1431342000,0,11,3600
1431345600,1,56,3600
1431349200,11,245,3600
1431352800,43,775,3600
1431356400,97,1254,3600
1431360000,186,541,3600
1431363600,179,254,3600
1431367200,188,225,3600
1431370800,180,292,3600
1431374400,212,299,3600
1431378000,165,284,3600
1431381600,172,345,3600
1431385200,180,578,3600
1431388800,227,1276,3600
1431392400,172,1162,3600
1431396000,146,737,3600
1431399600,114,513,3600
1431403200,106,365,3600
1431406800,85,239,3600
1431410400,31,101,3600
1431414000,19,34,3600
1431417600,9,17,3600
1431421200,6,7,3600
1431424800,0,2,3600
1431428400,0,10,3600
1431432000,5,75,3600
1431435600,14,344,3600
1431439200,34,910,3600
1431442800,74,1181,3600
1431446400,99,434,3600
1431450000,130,215,3600
1431453600,183,239,3600
1431457200,149,320,3600
1431460800,150,306,3600
1431464400,159,259,3600
1431468000,158,314,3600
1431471600,163,618,3600
1431475200,237,1245,3600
1431478800,173,1170,3600
1431482400,172,766,3600
1431486000,129,572,3600
1431489600,90,410,3600
1431493200,77,244,3600
1431496800,30,104,3600
1431500400,0,52,3600
1431504000,0,12,3600
1431507600,0,5,3600
1431511200,0,5,3600
1431514800,0,3,3600
1431518400,3,85,3600
1431522000,15,357,3600
1431525600,36,889,3600
1431529200,71,1175,3600
1431532800,72,489,3600
1431536400,107,224,3600
1431540000,117,291,3600
1431543600,131,361,3600
1431547200,129,370,3600
1431550800,127,300,3600
1431554400,141,360,3600
1431558000,166,631,3600
1431561600,192,1285,3600
1431565200,142,1174,3600
1431568800,125,800,3600
1431572400,75,498,3600
1431576000,67,295,3600
1431579600,17,214,3600
1431583200,29,137,3600
1431586800,34,51,3600
1431590400,32,18,3600
1431594000,9,13,3600
1431597600,0,4,3600
1431601200,0,9,3600
1431604800,3,68,3600
1431608400,10,297,3600
1431612000,40,868,3600
1431615600,66,1203,3600
1431619200,73,465,3600
1431622800,131,223,3600
1431626400,167,264,3600
1431630000,215,369,3600
1431633600,184,374,3600
1431637200,196,328,3600
1431640800,217,416,3600
1431644400,262,651,3600
1431648000,266,1309,3600
1431651600,210,1176,3600
1431655200,156,706,3600
1431658800,116,549,3600
1431662400,69,324,3600
1431666000,45,257,3600
1431669600,44,128,3600
1431673200,9,59,3600
1431676800,6,35,3600
1431680400,0,13,3600
1431684000,1,1,3600
1431687600,0,9,3600
1431691200,5,77,3600
1431694800,19,285,3600
1431698400,71,895,3600
1431702000,107,1326,3600
1431705600,114,500,3600
1431709200,180,281,3600
1431712800,223,315,3600
1431716400,235,409,3600
1431720000,332,450,3600
1431723600,338,388,3600
1431727200,260,473,3600
1431730800,260,735,3600
1431734400,286,1202,3600
1431738000,249,964,3600
1431741600,206,622,3600
1431745200,140,453,3600
1431748800,131,341,3600
1431752400,120,261,3600
1431756000,67,188,3600
1431759600,28,141,3600
1431763200,15,88,3600
1431766800,8,77,3600
1431770400,21,28,3600
1431774000,3,14,3600
1431777600,11,20,3600
1431781200,23,31,3600
1431784800,41,121,3600
1431788400,97,251,3600
1431792000,196,438,3600
1431795600,319,500,3600
1431799200,416,553,3600
1431802800,511,623,3600
1431806400,494,565,3600
1431810000,507,580,3600
1431813600,473,559,3600
1431817200,463,569,3600
1431820800,379,505,3600
1431824400,44,71,3600
1431828000,86,204,3600
1431831600,104,252,3600
1431835200,67,222,3600
1431838800,79,185,3600
1431842400,62,152,3600
1431846000,20,132,3600
1431849600,29,91,3600
1431853200,18,85,3600
1431856800,14,39,3600
1431860400,3,12,3600
1431864000,9,12,3600
1431867600,16,22,3600
1431871200,36,110,3600
1431874800,71,184,3600
1431878400,124,256,3600
1431882000,219,436,3600
1431885600,267,525,3600
1431889200,330,614,3600
1431892800,360,535,3600
1431896400,340,535,3600
1431900000,362,520,3600
1431903600,327,551,3600
1431907200,345,500,3600
1431910800,273,532,3600
1431914400,254,426,3600
1431918000,213,346,3600
1431921600,143,249,3600
1431925200,94,187,3600
1431928800,91,76,3600
1431932400,42,25,3600
1431936000,10,21,3600
1431939600,10,15,3600
1431943200,0,2,3600
1431946800,2,12,3600
1431950400,6,76,3600
1431954000,17,286,3600
1431957600,51,797,3600
1431961200,85,1053,3600
1431964800,94,452,3600
1431968400,182,196,3600
1431972000,221,252,3600
1431975600,198,319,3600
1431979200,151,326,3600
1431982800,195,282,3600
1431986400,208,359,3600
1431990000,180,570,3600
1431993600,157,711,3600
1431997200,187,992,3600
1432000800,153,653,3600
1432004400,101,344,3600
1432008000,63,181,3600
1432011600,38,129,3600
1432015200,6,32,3600
